labels,movie_name,nums,ranking,rate,score,score_num,title
"[['剧情', '家庭']]",,3696533,,8.2,,2009,嫁衣‎ (2009)
"[['剧情', '动画', '武侠']]",,27157721,,8.2,,2017,少年锦衣卫 第二季‎ (2017)
"[['剧情', '爱情', '古装']]",,26761328,,8.2,,2018,天盛长歌‎ (2018)
[['剧情']],,2237972,,8.2,,1995,道北人‎ (1995)
"[['剧情', '喜剧', '悬疑']]",,26772013,,8.2,,2017,杀不死‎ (2017)
,完美,,8.2,,2389255,,
,十三省,,8.2,,3542416,,
,东方神娃,,8.2,,25788012,,
,龙虎人生,,8.2,,2381014,,
,麻辣隔壁·贰,,8.2,,21350566,,
,超神学院 第2季,,8.2,,26301643,,
,全职高手 第一季,,8.2,,26859991,,
,虹猫蓝兔阿木星,,8.2,,26274146,,
,长缨在手,,8.2,,2256004,,
,宋代足球小将,,8.2,,5262056,,
,午夜阳光,,8.2,,2133367,,
"[['喜剧', '短片']]",,25887289,,8.2,,2014,报告老板 番外篇‎ (2014)
[['战争']],,6855115,,8.2,,2012,民兵葛二蛋‎ (2012)
,勇士之城,,8.2,,24858430,,
,离幸福就差半步,,8.2,,6939559,,
,画江湖之不良人Ⅲ,,8.2,,27191348,,
,魁拔妖侠传,,8.2,,25928032,,
,家，N次方,,8.2,,5031441,,
,报告老板！ 第一季,,8.2,,25789398,,
"[['剧情', '历史', '战争', '悬疑']]",,6965622,,8.3,,2012,悬崖‎ (2012)
[['剧情']],,3150372,,8.2,,1990,平凡的世界‎ (1990)
,正阳门下,,8.2,,11632590,,
,东北一家人,,8.2,,2031964,,
,五月槐花香,,8.2,,2302963,,
"[['剧情', '悬疑']]",,2381014,,8.2,,2006,龙虎人生‎ (2006)
"[['剧情', '战争']]",,3542416,,8.2,,2008,十三省‎ (2008)
"[['剧情', '爱情']]",,2389255,,8.2,,2005,完美‎ (2005)
[['喜剧']],,21350566,,8.2,,2013,麻辣隔壁·贰‎ (2013)
"[['儿童', '动画', '奇幻']]",,25788012,,8.2,,2005,东方神娃‎ (2005)
"[['剧情', '历史', '战争']]",,24858430,,8.2,,2014,勇士之城‎ (2014)
"[['剧情', '爱情']]",,30200988,,8.2,,2018,假如没有遇见你‎ (2018)
"[['剧情', '爱情', '历史']]",,2256004,,8.2,,2000,长缨在手‎ (2000)
"[['儿童', '动画']]",,5262056,,8.2,,2010,宋代足球小将‎ (2010)
[['剧情']],,2302963,,8.2,,2004,五月槐花香‎ (2004)
"[['儿童', '动画', '武侠']]",,26274146,,8.2,,2007,虹猫蓝兔阿木星‎ (2007)
"[['剧情', '动画']]",,26859991,,8.2,,2017,全职高手 第一季‎ (2017)
"[['喜剧', '科幻', '动画']]",,26301643,,8.2,,2014,超神学院 第2季‎ (2014)
"[['剧情', '喜剧']]",,2031964,,8.2,,2002,东北一家人‎ (2002)
"[['剧情', '家庭']]",,2133367,,8.2,,2005,午夜阳光‎ (2005)
,西游记续集,,8.2,,2156667,,
,绝密543,,8.2,,27002013,,
,步步惊心,,8.2,,5384548,,
,案发现场,,8.2,,2347276,,
,我心灿烂,,8.2,,20503538,,
,大嫁风尚,,8.2,,26377690,,
,香粉传奇,,8.2,,2988866,,
,武庚纪 第一季,,8.2,,26564735,,
,好家伙,,8.2,,10726963,,
,我是你的喋喋phone,,8.2,,26972683,,
,月牙儿与阳光,,8.2,,2252722,,
,陈翔六点半,,8.2,,26425504,,
,一针见血,,8.2,,2245670,,
,背叛,,8.2,,2255951,,
,蜜里逃生,,8.2,,3071275,,
[['剧情']],,11632590,,8.2,,2013,正阳门下‎ (2013)
"[['喜剧', '短片']]",,25789398,,8.2,,2013,报告老板！ 第一季‎ (2013)
,鸡毛飞上天,,8.1,,26685864,,
,画江湖之不良人,,8.1,,25943173,,
,血色童心,,8.2,,2224327,,
,好想好想谈恋爱,,8.1,,2263277,,
,妈妈的花样年华,,8.2,,10553110,,
"[['剧情', '喜剧']]",,6939559,,8.2,,2014,离幸福就差半步‎ (2014)
"[['动作', '动画', '奇幻', '冒险']]",,25928032,,8.2,,2014,魁拔妖侠传‎ (2014)
"[['动作', '动画', '武侠']]",,27191348,,8.2,,2018,画江湖之不良人Ⅲ‎ (2018)
"[['剧情', '喜剧', '爱情', '家庭']]",,5031441,,8.2,,2011,家，N次方‎ (2011)
[['剧情']],,27002013,,8.2,,2017,绝密543‎ (2017)
"[['犯罪', '悬疑']]",,2347276,,8.2,,2004,案发现场‎ (2004)
"[['剧情', '动作', '奇幻', '冒险', '古装']]",,2156667,,8.2,,2000,西游记续集‎ (2000)
"[['剧情', '家庭']]",,20503538,,8.2,,2014,我心灿烂‎ (2014)
"[['剧情', '爱情']]",,5384548,,8.2,,2011,步步惊心‎ (2011)
"[['剧情', '爱情']]",,26377690,,8.2,,2016,大嫁风尚‎ (2016)
[['剧情']],,2255951,,8.2,,2000,背叛‎ (2000)
"[['剧情', '犯罪']]",,2245670,,8.2,,2005,一针见血‎ (2005)
"[['剧情', '历史', '战争']]",,10726963,,8.2,,2016,好家伙‎ (2016)
[['剧情']],,2252722,,8.2,,2006,月牙儿与阳光‎ (2006)
[['剧情']],,2988866,,8.2,,2006,香粉传奇‎ (2006)
"[['喜剧', '脱口秀']]",,26425504,,8.2,,2015,陈翔六点半‎ (2015)
"[['爱情', '科幻', '短片']]",,26972683,,8.2,,2015,我是你的喋喋phone‎ (2015)
"[['剧情', '动画', '奇幻']]",,26564735,,8.2,,2016,武庚纪 第一季‎ (2016)
"[['喜剧', '家庭']]",,10553110,,8.2,,2013,妈妈的花样年华‎ (2013)
"[['剧情', '爱情']]",,2263277,,8.1,,2004,好想好想谈恋爱‎ (2004)
[['剧情']],,26685864,,8.1,,2017,鸡毛飞上天‎ (2017)
[['儿童']],,2224327,,8.2,,1995,血色童心‎ (1995)
"[['剧情', '动画', '武侠']]",,25943173,,8.1,,2014,画江湖之不良人‎ (2014)
,情满四合院,,8.1,,26287786,,
,小姨多鹤,,8.1,,4034093,,
,笑傲江湖,,8.1,,2155290,,
,李卫辞官,,8.2,,3542401,,
,大男当婚,,8.1,,6436752,,
,太子当差,,8.1,,2227322,,
,大军师司马懿之军师联盟,,8.1,,26605881,,
,归途如虹,,8.2,,2274989,,
,把酒问青天,,8.2,,2333676,,
,新72家房客,,8.1,,3098951,,
,英雄无悔,,8.1,,2237980,,
,国家宝藏之觐天宝匣,,8.1,,3272903,,
[[]],,3071275,,8.2,,2000,蜜里逃生‎ (2000)
,凹凸世界 第一季,,8.1,,26660938,,
,天龙八部,,8.1,,1718150,,
,少年杨家将,,8.1,,2303265,,
,媳妇的美好时代,,8.1,,4172516,,
,下海,,8.1,,6892664,,
,长恨歌,,8.1,,2995902,,
,聊斋喜剧系列,,8.2,,3134594,,
,天下粮仓,,8.1,,2148681,,
"[['剧情', '爱情', '武侠']]",,2155290,,8.1,,2001,笑傲江湖‎ (2001)
[['剧情']],,26287786,,8.1,,2015,情满四合院‎ (2015)
"[['剧情', '古装']]",,3542401,,8.2,,2005,李卫辞官‎ (2005)
"[['剧情', '家庭']]",,4034093,,8.1,,2009,小姨多鹤‎ (2009)
"[['剧情', '动作', '武侠', '古装']]",,2227322,,8.1,,1998,太子当差‎ (1998)
"[['剧情', '喜剧', '爱情']]",,6436752,,8.1,,2012,大男当婚‎ (2012)
"[['剧情', '动作', '悬疑']]",,3272903,,8.1,,2007,国家宝藏之觐天宝匣‎ (2007)
[['喜剧']],,3098951,,8.1,,1997,新72家房客‎ (1997)
"[['剧情', '犯罪']]",,2237980,,8.1,,1996,英雄无悔‎ (1996)
"[['剧情', '动作', '爱情', '武侠', '古装']]",,2333676,,8.2,,2005,把酒问青天‎ (2005)
[[]],,2274989,,8.2,,2003,归途如虹‎ (2003)
"[['剧情', '爱情', '战争', '古装']]",,26605881,,8.1,,2017,大军师司马懿之军师联盟‎ (2017)
"[['剧情', '古装']]",,2303265,,8.1,,2007,少年杨家将‎ (2007)
"[['剧情', '动作', '武侠']]",,1718150,,8.1,,2003,天龙八部‎ (2003)
[['剧情']],,6892664,,8.1,,2011,下海‎ (2011)
"[['剧情', '爱情', '家庭']]",,4172516,,8.1,,2009,媳妇的美好时代‎ (2009)
"[['剧情', '古装']]",,2148681,,8.1,,2002,天下粮仓‎ (2002)
"[['剧情', '喜剧', '惊悚', '古装']]",,3134594,,8.2,,1994,聊斋喜剧系列‎ (1994)
[['剧情']],,2995902,,8.1,,2006,长恨歌‎ (2006)
[['动画']],,26660938,,8.1,,2015,凹凸世界 第一季‎ (2015)
